column1,id,actual_price,average_rating,brand,category,discount,out_of_stock,seller,selling_price,sub_category
3187,00005493-1875-5b43-8061-20c7d0cbe6b1,545,3.799999952,AXMA,Clothing and Accessories,10,FALSE,ModaElementi,490,Topwear
21654,0003c6ae-73c1-5f18-a5e6-778e5f7b8804,999,2.299999952,T10 Spor,Clothing and Accessories,50,FALSE,T10Sports,499,Topwear
12218,000636e4-07c0-5d26-adfd-f6114389edb7,1049,2.5,ECKO Unl,Clothing and Accessories,30,FALSE,SandSMarketing,734,Topwear
29383,000cb2a8-7ae7-5905-a828-9a9ebc9947b8,1799,3.900000095,Keo,Clothing and Accessories,63,FALSE,Keoti,664,Topwear
3214,000d890b-13a7-5fdd-b740-e7136806575c,1845,3.799999952,AXMA,Clothing and Accessories,49,FALSE,ModaElementi,923,Winter Wear
1536,000f6224-fa1b-5771-b73d-a1f21773101c,1651,3.599999905,Bindass Bo,Clothing and Accessories,62,FALSE,Tanufash,620,Bottomwear
3691,000fe678-23a2-595b-86bf-5c6ece756471,1299,4.300000191,SEVN,Clothing and Accessories,71,FALSE,Madster,369,Topwear
17449,0013bc06-90e6-5f5a-872a-2f4daa082ab1,999,4.099999905,GYMBROTHE,Clothing and Accessories,52,FALSE,NUTROCRATS,479,Topwear
29687,00172f7f-1223-57c0-87a4-c7db24218544,3199,3.799999952,Oka,Clothing and Accessories,39,FALSE,OKANE,1920,Winter Wear
12949,00182f84-0705-5b63-a54b-6b964425ffea,2299,2.5,ECKO Unl,Clothing and Accessories,67,FALSE,SandSMarketing,758,Winter Wear
20245,001af927-70f1-5534-88e3-38cf4277386c,1299,3.799999952,KAY D,Clothing and Accessories,73,FALSE,KayDee,341,Topwear
10,002b976d-e1b3-5005-ad75-f8ac821380e9,4499,3.799999952,York,Clothing and Accessories,76,FALSE,Shyam Enterprises,1074,Bottomwear
7294,002bd348-94c5-5438-8f7c-58da0918ff4f,999,2.900000095,Dudli,Clothing and Accessories,20,FALSE,DudlindFashion,799,Topwear
9155,002c8c50-21a4-5e4d-b179-9003c45ab9a7,949,3.200000048,MASH UNLIMIT,Clothing and Accessories,65,FALSE,HIGHSTREET TRENDZ LLP,329,Topwear
5197,002c913e-6414-56a5-9564-65eca80e5c24,999,3.5,Bone,Footwear,65,FALSE,Manojsunda,341,Men's Footwear
25813,002d9a45-6746-57dd-924a-a5f17fc17477,1999,4.099999905,Mah,Clothing and Accessories,73,FALSE,Mahir Apparels,525, Kurtas Ethnic Sets and Bottoms
27413,002eb895-9af3-526f-aeb0-7fa6535e3aad,4999,4.199999809,Pu,Clothing and Accessories,40,FALSE,RetailNet,2999,Winter Wear
2566,0031c5ad-8477-566c-b94a-f2442cb71162,2799,4.5,REEB,Clothing and Accessories,30,FALSE,RetailNet,1959,Bottomwear
13059,003ac9c5-d814-5bfc-88f7-05ca759eb927,1399,4.199999809,ATTIITU,Clothing and Accessories,35,FALSE,Assiduus Distribution,909,Topwear
2356,003be898-f28e-516f-a86a-9a1a66410a68,2499,3.299999952,REEB,Clothing and Accessories,50,FALSE,RetailNet,1249,Topwear
14436,00400e5e-2ea7-5583-8f82-d05f260143f4,1399,4.199999809,Marca Disa,Clothing and Accessories,60,FALSE,Marca Disati,559,Winter Wear
12337,0041e1a4-81ed-5f4f-b254-2098ab65c3b9,1849,2.5,ECKO Unl,Clothing and Accessories,18,FALSE,SandSMarketing,1516,Bottomwear
10305,004266a7-5b2a-5ee4-925e-98903dc6f3e7,999,4.5,Gracew,Clothing and Accessories,40,FALSE,GRACEWAY,599,Clothing Accessories
23097,004312bf-df3c-520e-9fd1-646d5d819081,1160,4.099999905,ARBO,Clothing and Accessories,50,FALSE,ARBOR,569,Topwear
2002,0043e3f3-3150-5ca1-b593-529d60cc891f,2499,3.400000095,REEB,Clothing and Accessories,30,FALSE,Tayab Manch Fashions,1749,Bottomwear
10248,004a9b74-bf67-5404-a118-753847f4f0dc,3499,2.799999952,Breakboun,Clothing and Accessories,50,FALSE,BREAKBOUNCE,1749,Winter Wear
25099,004e89a7-4ad5-558f-817b-58c061dbbdb6,1999,3.900000095,Free Authori,Clothing and Accessories,50,FALSE,BioworldMerchandising,999,Winter Wear
14743,004f8786-3087-5294-ac95-5b6ea694e584,1499,3.900000095,Scott Internation,Clothing and Accessories,66,FALSE,switzinc,499,Topwear
5635,0052f36b-4877-5b34-a0cf-2e0b264a5513,1398,3.799999952,ModeWa,Clothing and Accessories,64,FALSE,MP TRADERS 510,495,Topwear
18316,0053ea27-ac59-579e-a3c7-825116ba370b,1569,4,Mountain colou,Clothing and Accessories,48,FALSE,MountainColours,809,Bottomwear
10832,00548476-60b7-5b27-84f8-019bec05d487,2499,2.599999905,True Bl,Clothing and Accessories,60,FALSE,ArvindTrueBlue,999,Bottomwear
9465,00555317-4790-5822-bb7a-495b0e38ed5b,1499,4.099999905,Lucky Bi,Clothing and Accessories,44,FALSE,STORM CYBER PUNK,829,Topwear
3098,0055fef0-b86b-5242-84a4-6431185e5e0e,545,3.799999952,AXMA,Clothing and Accessories,10,FALSE,ModaElementi,490,Topwear
10639,005955ee-1b03-5234-b6bf-95f61f511ba4,999,3.799999952,Gracew,Clothing and Accessories,75,FALSE,GRACEWAY,249,Clothing Accessories
12922,005d2147-e492-575f-851b-39a3a49b1dcf,499,2.5,ECKO Unl,Clothing and Accessories,18,FALSE,SandSMarketing,409,Topwear
29107,005da025-5b2d-5d15-8c8f-c309aaa8d391,599,3.900000095,Keo,Clothing and Accessories,44,FALSE,Keoti,331,Topwear
21751,005ff2f1-58ed-5410-b094-5dd5fad5eca7,1499,4.300000191,T10 Spor,Clothing and Accessories,57,FALSE,T10Sports,638,Winter Wear
1807,00700261-34dd-5f79-8cbe-a97fd91dbcbe,1299,4,REEB,Clothing and Accessories,52,FALSE,Tayab Manch Fashions,622,Topwear
1205,007121cc-1185-529c-a6ff-fe8fe7074dd9,1499,4.099999905,Clo,Clothing and Accessories,77,FALSE,Clodz,340,Topwear
21511,0077679a-46e3-5a5c-b71c-5a434171c82a,999,2.299999952,T10 Spor,Clothing and Accessories,50,FALSE,T10Sports,499,Topwear
7517,0078d35a-be5e-5ddd-b218-a89a7ef4a2ef,999,3.400000095,Inspi,Clothing and Accessories,50,FALSE,InspireFashions,499,Inspire Clothing and Accessories
29703,007ab1b2-216c-5f8e-ae56-df3c62135fdc,999,3.799999952,Oka,Clothing and Accessories,44,FALSE,OKANE,550,Topwear
22762,007b5c93-be50-5309-875c-b02813c83334,555,4.400000095,ARBO,Clothing and Accessories,35,FALSE,ARBOR,360,Topwear
16110,007bd0e3-5057-5a59-a518-e1e9d0cc3a1c,1200,2.299999952,TEE BUD,Clothing and Accessories,64,FALSE,T-SHIRT EXPRESS,430,Topwear
25716,007f2d87-76b8-5d76-8a55-5d528267cece,1699,3.900000095,Free Authori,Clothing and Accessories,50,FALSE,BioworldMerchandising,849,Winter Wear
10649,00803f24-8efb-5b64-9ab7-3623f6569428,999,4.5,Gracew,Clothing and Accessories,57,FALSE,GRACEWAY,429,Clothing Accessories
21161,0080ea18-de0c-5122-bbea-f34cdf11c9ce,999,2.799999952,chawla fashi,Clothing and Accessories,66,FALSE,CHAWLA FASHION,331,Topwear
11285,00826ebb-8e81-5d3c-9269-a456f79ba0ff,3499,3.599999905,True Bl,Clothing and Accessories,60,FALSE,KAPSONSRETAILPVTLTD,1399,Winter Wear
10999,0083353f-5bf1-54c6-8a5f-578b55bc035a,2599,2.599999905,True Bl,Clothing and Accessories,60,FALSE,ArvindTrueBlue,1039,Topwear
25341,00879e94-4def-5aef-8fe6-dbdbb8d7ee90,1499,3.900000095,Free Authori,Clothing and Accessories,45,FALSE,BioworldMerchandising,824,Topwear
25036,008b2176-be52-5335-b62f-04212128541a,1599,3.900000095,Free Authori,Clothing and Accessories,50,FALSE,BioworldMerchandising,799,Winter Wear
22099,008bb8cf-2017-5927-9f01-9f0e1e501810,1299,2.200000048,Mett,Clothing and Accessories,35,FALSE,Octave Store,844,Topwear
21002,008c44d2-e3c6-5ca3-972e-d8f23e7015b7,999,2.799999952,chawla fashi,Clothing and Accessories,76,FALSE,CHAWLA FASHION,236,Topwear
22587,008d219e-c63a-5683-82a0-6ff15027ba2b,739,3.700000048,ARBO,Clothing and Accessories,48,FALSE,ARBOR,379,Topwear
10200,008d726b-c2fb-5f10-8fba-1816ca9ae348,1499,2.799999952,Breakboun,Clothing and Accessories,50,FALSE,BREAKBOUNCE,749,Bottomwear
29480,008dd2ae-6c6b-5504-8ebc-b4a24bd18c9d,999,3.400000095,Ravil,Clothing and Accessories,43,FALSE,AR-Tech,569,Bottomwear
18346,008e4eeb-bc97-589d-9c3c-1b0bf8c426b5,2199,4.099999905,Mountain colou,Clothing and Accessories,66,FALSE,MountainColours,745,Bottomwear
15744,008e7f62-567d-5e23-a26b-55d548128b8d,1500,3.900000095,TEE BUD,Clothing and Accessories,73,FALSE,T-SHIRT EXPRESS,400,Topwear
3752,0096356b-0152-52c2-b447-1e1e781b7e21,2499,3.700000048,Crocks Cl,Clothing and Accessories,60,FALSE,crockscl,999,Crocks Club Clothing and Accessories
11711,00990414-a872-5945-abbe-130374e312f3,1549,3.599999905,CLOTH,Clothing and Accessories,61,FALSE,CLOTHINTRENDZ,599,Bottomwear
13452,009acc97-7284-5ac2-9695-bc19e9207247,1499,3.400000095,Amp,Clothing and Accessories,64,FALSE,AFFGARMENTS,525,Topwear
11649,009e34d8-c584-5831-bf0a-70a3e4a94f0e,2599,3.900000095,True Bl,Clothing and Accessories,60,FALSE,KAPSONSRETAILPVTLTD,1039,Topwear
1555,00a4a297-9759-5c9a-b03c-c70fee5839b0,1600,3.200000048,Bindass Bo,Clothing and Accessories,60,FALSE,BuaGi Collection,639,Bottomwear
10055,00a4f1cb-8be3-51db-9241-05ce00dc780b,1299,4.5,Breakboun,Clothing and Accessories,50,FALSE,BREAKBOUNCE,649,Bottomwear
29770,00a7af01-c953-5b53-b479-d982f4da2b83,1199,3.799999952,Oka,Clothing and Accessories,44,FALSE,OKANE,660,Topwear
4815,00ac99a1-b4dd-5c21-8a12-c3347fcbf734,1497,3.599999905,Shoef,Clothing and Accessories,56,FALSE,SHOEFLY,654,Topwear
10748,00afd4af-ad94-5b99-8477-76ccb36f43d2,3299,2.599999905,True Bl,Clothing and Accessories,60,FALSE,ArvindTrueBlue,1319,Bottomwear
21008,00b171f0-d9c9-5170-b915-3a289699e3a2,999,2.799999952,chawla fashi,Clothing and Accessories,71,FALSE,CHAWLA FASHION,284,Topwear
23535,00b2eaec-e3f2-55ee-8de4-7d81d3849a6b,998,4.199999809,ARBO,Clothing and Accessories,42,FALSE,ARBOR,569,Topwear
163,00b743c7-2f0c-550e-85c8-d37bec8807d1,2199,2.599999905,Man,Clothing and Accessories,81,FALSE,SHAKTICREATION,399,Winter Wear
22605,00b8dbee-7e3f-5d87-8e15-03fca9205738,769,3.5,ARBO,Clothing and Accessories,44,FALSE,ARBOR,426,Topwear
14221,00bc582d-b92c-52a6-88ea-b3a079c73adb,499,4.199999809,Marca Disa,Clothing and Accessories,15,FALSE,Marca Disati,424,Topwear
14798,00bf8117-260c-520a-bb8b-1813d81d9887,1499,4,Scott Internation,Clothing and Accessories,66,FALSE,switzinc,499,Topwear
29042,00c0d048-efa7-5d69-93a3-bd79ffba38da,749,3.900000095,Keo,Clothing and Accessories,55,FALSE,Keoti,331,Topwear
26956,00c5b3b9-40ec-5c7b-822b-3a056e9835ba,699,4.099999905,dream o,Clothing and Accessories,57,FALSE,Dream Onn Creations,299,Topwear
9413,00c7926c-754b-548b-9a0c-10d3175520b9,1499,4.099999905,Lucky Bi,Clothing and Accessories,44,FALSE,STORM CYBER PUNK,829,Topwear
9431,00ca1a34-c45a-5142-9061-8362cce2df8a,999,2.700000048,Lucky Bi,Clothing and Accessories,57,FALSE,STORM CYBER PUNK,429,Topwear
19405,00ca3844-2e0d-5355-bd49-078bc52a739f,1900,3.200000048,yellowvib,Clothing and Accessories,56,FALSE,AMALGUS ENTERPRISE,825,Topwear
21277,00cb56ee-b179-5f67-af74-e79526d564af,1495,4,Adam Park,Clothing and Accessories,45,FALSE,SouthIndiaShoppingMall,809,Topwear
21470,00cf687c-16b9-536d-acf3-66d922469663,699,3.900000095,Styleska,Clothing and Accessories,50,FALSE,Styleskart,349,Topwear
18381,00d072ab-f43b-53f0-9fa0-59175f320d1b,2199,3.799999952,Mountain colou,Clothing and Accessories,61,FALSE,MountainColours,848,Bottomwear
3528,00d8ea2c-192c-53a3-a51d-8f37c3449110,1199,4.5,Zack Fo,Clothing and Accessories,62,FALSE,KrishnamEnterprisaes,444,Topwear
6232,00d8f980-4f24-5fdc-9172-3988718c653a,2299,3.799999952,Wab,Clothing and Accessories,39,FALSE,WabbaJea,1399,Bottomwear
29409,00da0b37-3759-5eee-88ad-2a1d682f5290,1799,3.900000095,Keo,Clothing and Accessories,63,FALSE,Keoti,664,Topwear
16647,00db698d-4057-5902-b656-4c75b21fd725,1998,3.400000095,Urban D,Clothing and Accessories,55,FALSE,VRS FASHIONS PVT LTD,899,Bottomwear
24573,00df4c82-f7c9-52ee-982e-0e6f5ebfe80c,1999,3.599999905,JACK AND HAR,Clothing and Accessories,65,FALSE,Rakshita,699,Winter Wear
7285,00e226bd-4a92-51d4-ade9-47e507603cbe,1299,2.900000095,Dudli,Clothing and Accessories,38,FALSE,DudlindFashion,799,Topwear
21043,00e8cc17-796b-5302-84a9-2193212272f6,999,2.799999952,chawla fashi,Clothing and Accessories,38,FALSE,CHAWLA FASHION,617,Bottomwear
3425,00eb6365-9d54-59c0-b301-37c58cab836d,2397,1.799999952,REF,Clothing and Accessories,64,FALSE,KGeRetail,849,Topwear
13643,00eb7234-ca0b-5b2b-9a08-40289e72345a,1899,3.400000095,Amp,Clothing and Accessories,61,FALSE,AFFGARMENTS,725,Topwear
24030,00ecf055-10d9-5e2b-8e46-e6898490d191,1999,2.900000095,Purple Sta,Clothing and Accessories,48,FALSE,Purplestate,1035, Kurtas Ethnic Sets and Bottoms
7893,00efdae8-fa27-5a9c-b781-f01d47fbe19b,1199,3.5,Wildst,Clothing and Accessories,70,FALSE,Cloud Internet,349,Topwear
9527,00f4281d-ddcc-57a0-9bc5-4fdf3571893a,2999,2.700000048,Lucky Bi,Clothing and Accessories,38,FALSE,STORM CYBER PUNK,1849,Topwear
19203,00f4787d-95c6-566a-bdf0-cbf50290fa28,1800,3.200000048,yellowvib,Clothing and Accessories,55,FALSE,AMALGUS ENTERPRISE,800,Topwear
14394,00ff987e-9f6c-58b3-9432-dec8664e1db0,999,4.199999809,Marca Disa,Clothing and Accessories,60,FALSE,Marca Disati,399,Topwear
3173,010052ae-562f-5fa4-9d6e-f4d17ad0a97e,695,3.799999952,AXMA,Clothing and Accessories,50,FALSE,ModaElementi,347,Topwear
20299,0104dae7-d192-5719-8163-00d95099aa5b,699,3,Lucky Rog,Clothing and Accessories,71,FALSE,LUCKYROG,199,Topwear
23401,0105e782-6b54-5c36-bf21-85e49cc3197f,998,3.099999905,ARBO,Clothing and Accessories,50,FALSE,ARBOR,494,Winter Wear
12779,0105f067-bdef-5bcf-9ec8-e57cebf332f2,1049,2.5,ECKO Unl,Clothing and Accessories,30,FALSE,SandSMarketing,734,Topwear
29025,010648c1-8490-5fb5-9248-370f094c74c2,599,3.900000095,Keo,Clothing and Accessories,44,FALSE,Keoti,331,Topwear
27104,0107aae0-017c-509a-b3b7-f1b43a1f2025,2299,3.299999952,Pu,Clothing and Accessories,60,FALSE,PumaSportsIndia,919,Topwear
10548,0107d5e4-9995-54a6-9877-be8e013c9b10,999,4.5,Gracew,Clothing and Accessories,57,FALSE,GRACEWAY,429,Clothing Accessories
26158,010877e0-2ac4-5b90-91d7-5e2e3d5d64dd,1799,4.699999809,SORA,Clothing and Accessories,61,FALSE,SORANG,699,Topwear
18083,010a5a79-c6a8-54b8-923e-432bc5cbc4f3,950,3.599999905,Black Beat,Footwear,63,FALSE,Black Beatle,350,Men's Footwear
13428,010c1b10-ff4f-5f3f-88b8-9585e8798198,1899,3.400000095,Amp,Clothing and Accessories,61,FALSE,AFFGARMENTS,725,Topwear
6404,010d61d5-29ba-5fbb-b4ca-4899d2cf62b6,1649,3.200000048,East I,Clothing and Accessories,29,FALSE,ZIYAA,1166,Innerwear and Swimwear
29964,010f5dad-8211-5041-9918-683577468482,1049,3.299999952,Oka,Clothing and Accessories,35,FALSE,OKANE,681,Bottomwear
8863,0111b47d-9c88-56f2-8de1-b91e51f82c43,411,3.799999952,V,Clothing and Accessories,2,FALSE,DEEPMALATRADINGCOMPANY,400,Innerwear and Swimwear
4963,0111c8a9-908c-505d-b911-85036018c3b6,1497,3.599999905,Shoef,Clothing and Accessories,58,FALSE,SHOEFLY,616,Topwear
7879,011474d3-0690-5acd-93a0-cff532f43c11,1199,3.700000048,Wildst,Clothing and Accessories,75,FALSE,RoadTripFashions,299,Topwear
1578,0114fdd1-0575-5959-ba7a-d3961b11c1c8,1199,4.699999809,Bindass Bo,Clothing and Accessories,45,FALSE,BuaGi Collection,649,Bottomwear
27959,011aadb0-2b64-5bf5-9508-eba1b6993a3a,1799,2.200000048,Pu,Clothing and Accessories,61,FALSE,CONSULTINGFASHIONS,699,Topwear
13416,011ec705-a321-56da-bac4-938647d1b96d,1499,3.400000095,Amp,Clothing and Accessories,64,FALSE,AFFGARMENTS,525,Topwear
27702,0123a6b5-10d9-5de4-a7f1-2b72a6c73462,1499,4.099999905,Pu,Clothing and Accessories,55,FALSE,RetailNet,674,Topwear
19172,01268f07-5f82-584e-a6b8-6c395dc3cddb,5400,3.200000048,yellowvib,Clothing and Accessories,77,FALSE,AMALGUS ENTERPRISE,1200,Topwear
5976,01275d33-cae7-5239-bc6a-14859f937e63,2499,4.199999809,M7 By Metrona,Clothing and Accessories,60,FALSE,RetailNet,979,Winter Wear
15599,0127e151-8f99-5493-bf4f-ef1db3fedde7,1299,3.5,Byford by Pantaloo,Clothing and Accessories,20,FALSE,AUM3ETAIL,1039,Bottomwear
23214,0127fcc2-90ba-5af2-a1f7-ae5533ac2994,500,4,ARBO,Clothing and Accessories,33,FALSE,ARBOR,331,Topwear
9831,012a2c1a-3f29-50b2-b94e-46c45942b582,499,3.200000048,CupidSto,Clothing and Accessories,10,FALSE,CupidStoreIN,449,Topwear
12878,0130578a-cb3c-5aeb-8baa-e8015f2c7aed,499,2.5,ECKO Unl,Clothing and Accessories,21,FALSE,SandSMarketing,394,Topwear
19936,013058db-3c93-5008-9a97-ce97b8e35697,1299,4.5,PixF,Clothing and Accessories,77,FALSE,PixFab,288,Topwear
19115,01346985-4230-5356-a87b-45da21c46005,1200,4.099999905,yellowvib,Clothing and Accessories,67,FALSE,AMALGUS ENTERPRISE,390,Topwear
22191,0136c7d7-38ad-563c-b1f1-c58ba4be324d,1999,3,Mett,Clothing and Accessories,35,FALSE,METTLEAPPARELS,1299,Winter Wear
19352,0139e1d1-46c7-59b9-902c-b62c4c0091f4,1490,3.200000048,yellowvib,Clothing and Accessories,49,FALSE,AMALGUS ENTERPRISE,750,Topwear
20211,013a9331-2aa3-508d-b44b-8f02985d88cc,560,4.300000191,Almo We,Clothing and Accessories,15,FALSE,Almo Wear,476,Innerwear and Swimwear
4776,013d160b-fae7-554d-8d93-ee0aeb24b04e,1497,3.599999905,Shoef,Clothing and Accessories,56,FALSE,SHOEFLY,654,Topwear
6777,013e2ddd-691e-5748-8171-13a0bc6d0e15,695,3.799999952,HUMBE,Clothing and Accessories,38,FALSE,HUMBERT,425,Topwear
27156,015280ed-cb14-5e1e-8b69-2abd9189e989,3499,4.199999809,Pu,Clothing and Accessories,40,FALSE,RetailNet,2099,Winter Wear
19164,0152f65f-d9f0-5053-9168-8bdbb3266e24,1000,4.099999905,yellowvib,Clothing and Accessories,65,FALSE,AMALGUS ENTERPRISE,350,Topwear
12857,0153bbdc-4dae-584a-b239-7ceb9de0989b,549,2.5,ECKO Unl,Clothing and Accessories,23,FALSE,SandSMarketing,422,Topwear
27261,0155a6a7-597e-53db-b06c-2d1a78cdc4a0,3499,4.300000191,Pu,Clothing and Accessories,45,FALSE,RetailNet,1924,Winter Wear
23714,015b0657-41db-5ff5-9996-fbe991bfe3fd,4999,4.300000191,REEBOK CLASSI,Clothing and Accessories,40,FALSE,RetailNet,2999,Winter Wear
18638,0161873f-4361-5e95-88fc-0bdde2a218a3,425,4.699999809,Cots,Clothing and Accessories,23,FALSE,EVINCEMARKETERS,325,Clothing Accessories
19264,01651a3f-0782-5509-94ae-6c13aaef0e53,1800,3.200000048,yellowvib,Clothing and Accessories,55,FALSE,AMALGUS ENTERPRISE,799,Topwear
22794,0169cd83-a006-54e8-9f6f-42acbd8dd8d2,1900,4.199999809,ARBO,Clothing and Accessories,55,FALSE,ARBOR,854,Winter Wear
6965,016e15b2-3b57-5463-ab59-aa9a94d43747,1599,4.199999809,NEXT ,Clothing and Accessories,76,FALSE,www.pmcmmall.com,379,Topwear
7363,0171c74f-e447-5f15-b560-74d100a33f9b,4990,4.5,G,Clothing and Accessories,43,FALSE,RetailNet,2815,Winter Wear
10221,01744963-b14e-50bc-bd28-3fdc59471592,1699,2.799999952,Breakboun,Clothing and Accessories,50,FALSE,BREAKBOUNCE,849,Bottomwear
10568,0174d934-b7ff-5788-85a1-171024e79c8a,999,3.700000048,Gracew,Clothing and Accessories,57,FALSE,GRACEWAY,429,Clothing Accessories
28982,01793eed-0156-56cd-b327-5d44d211625e,599,3.900000095,Keo,Clothing and Accessories,44,FALSE,Keoti,331,Topwear
13038,01795c85-fbb6-5b52-86be-059c483c0a2b,1299,4.199999809,ATTIITU,Clothing and Accessories,35,FALSE,Assiduus Distribution,844,Topwear
27109,0179fec8-7f5d-5d2d-b4d6-1382d7e8b436,2799,4.199999809,Pu,Clothing and Accessories,40,FALSE,Tayab Manch Fashions,1679,Winter Wear
17869,017a85fe-d74d-56af-a771-12a15e0f4389,915,3.599999905,Black Beat,Footwear,65,FALSE,Black Beatle,320,Men's Footwear
11806,017d57dd-f487-50cc-a1a9-1dbb5be785a2,899,3.700000048,Steenb,Clothing and Accessories,44,FALSE,BrandFortunes,499,Topwear
8063,017de16a-19e6-5f41-8607-5d942e29e2e8,3999,2.299999952,NEBRAS,Clothing and Accessories,25,FALSE,FRESHAPP,2999,Bottomwear
16090,0185e361-650a-5423-876e-e531c2e30816,1500,2.599999905,TEE BUD,Clothing and Accessories,73,FALSE,T-SHIRT EXPRESS,399,Clothing Accessories
14832,018a0e9c-5dbc-586f-ab55-d16b68230bd1,2999,2.400000095,Scott Internation,Clothing and Accessories,60,FALSE,switzinc,1199,Topwear
6063,018aaf44-dac7-5550-a222-95dff1098c25,1099,4.199999809,M7 By Metrona,Clothing and Accessories,54,FALSE,RetailNet,503,Bottomwear
19217,018bfe8d-4f2f-5fc9-8278-b9d2d903573d,2000,5,yellowvib,Clothing and Accessories,56,FALSE,AMALGUS ENTERPRISE,870,Topwear
29837,0192316f-f3a2-5b91-be6c-56696b8f6a2a,1149,3.799999952,Oka,Clothing and Accessories,44,FALSE,OKANE,632,Topwear
10158,0195174e-f1bd-5987-b474-e0c45f2a40b9,1499,2.799999952,Breakboun,Clothing and Accessories,50,FALSE,BREAKBOUNCE,749,Winter Wear
15798,019abacc-06b4-5b43-82b7-3939fdf7d7a4,1500,4.599999905,TEE BUD,Clothing and Accessories,73,FALSE,T-SHIRT EXPRESS,399,Topwear
16722,019b1e6a-0645-53ce-8411-1d849a6aa8dc,1398,3.400000095,Urban D,Clothing and Accessories,61,FALSE,VRS FASHIONS PVT LTD,545,Innerwear and Swimwear
7186,019d0899-5a16-5272-94fc-c9fade088ef6,999,4.099999905,Dudli,Clothing and Accessories,44,FALSE,DudlindFashion,550,Topwear
9773,01a15201-7eb1-5320-a96c-66943f641a73,599,3.200000048,CupidSto,Clothing and Accessories,16,FALSE,CupidStoreIN,499,Topwear
19005,01a34dfc-f919-5818-a120-f701491750cb,3699,3.700000048,Sherr,Clothing and Accessories,60,FALSE,Sherrys,1461,Bottomwear
29609,01a5edbe-c172-5bc9-9fe0-ad3900360dde,1599,3.799999952,Oka,Clothing and Accessories,41,FALSE,OKANE,928,Bottomwear
18585,01ac80f9-663b-5c3b-adf8-8ddd1a95b7a6,999,2.400000095,Rose We,Clothing and Accessories,50,FALSE,Rupalcollectionjaipur,499,Winter Wear
27783,01b267de-8cd1-5bca-b8f2-e7702651190e,2299,3.299999952,Pu,Clothing and Accessories,60,FALSE,PumaSportsIndia,919,Topwear
29874,01b3f776-c77f-5879-bdd5-dfa8a0602401,449,3.799999952,Oka,Clothing and Accessories,44,FALSE,OKANE,247,Topwear
18101,01b7ddab-1f2e-569d-b7e7-303dfbb18e20,849,4.199999809,Black Beat,Footwear,63,FALSE,Black Beatle,308,Men's Footwear
12021,01b99c52-2945-5dc7-a72f-548bb2a22c0f,1499,3.700000048,ECKO Unl,Clothing and Accessories,35,FALSE,SandSMarketing,974,Bottomwear
24098,01bcecba-2265-5efe-8d8b-9455634f1fed,1899,2.900000095,Purple Sta,Clothing and Accessories,63,FALSE,Purplestate,699, Kurtas Ethnic Sets and Bottoms
27531,01bd3fe4-e397-5268-9df6-66b7f1835c81,1499,4,Pu,Clothing and Accessories,40,FALSE,RetailNet,899,Topwear
20698,01c16f46-596d-57fa-a549-28dfa365da06,2499,4.099999905,FLEXIM,Clothing and Accessories,50,FALSE,Flexikaart,1249,Winter Wear
10058,01c6ab5a-8158-5fe3-8f67-359d3492c4d3,1899,3.799999952,Breakboun,Clothing and Accessories,34,FALSE,RetailNet,1252,Topwear
2159,01c705ac-cac4-51d7-a15b-258110d23f82,4299,4.199999809,REEB,Clothing and Accessories,30,FALSE,Tayab Manch Fashions,3009,Bottomwear
1000,01c86e71-579f-5336-b5f2-bff6ef3ef815,999,3.400000095,Jai Textil,Clothing and Accessories,50,FALSE,JaiTextiles,499,Topwear
2612,01c8c9b0-ee77-5223-840b-2fb9a689a867,749,3,Indian M,Clothing and Accessories,64,FALSE,Wildclass,268,Innerwear and Swimwear
15926,01c9d5f0-2b44-5cad-ab6d-ac37cdaa9cb4,1199,2.700000048,TEE BUD,Clothing and Accessories,66,FALSE,T-SHIRT EXPRESS,399,Topwear
26551,01cc0373-0de7-54b8-84d9-aa8ededc77e3,999,3.299999952,ATHL,Clothing and Accessories,71,FALSE,ATHLIV,281,Topwear
28601,01cc5711-63f6-5e5a-b7d9-923887a7a0a1,999,3.599999905,vims rai,Clothing and Accessories,64,FALSE,MAHIR ENETERPRISE,359,Fabrics
26543,01ce5161-aa73-5911-863e-f3fb73578c39,899,4.099999905,ATHL,Clothing and Accessories,73,FALSE,ATHLIV,241,Topwear
15732,01d050a9-60a7-5f68-abd5-2ec844c77bce,1199,3.400000095,TEE BUD,Clothing and Accessories,58,FALSE,T-SHIRT EXPRESS,499,Topwear
23789,01da7e6e-8a7d-57bf-b31b-853a113aa544,800,4.300000191,Footprin,Clothing and Accessories,37,FALSE,GreenWudOrganiClothi,499,Clothing Accessories
23970,01dbf83a-63fe-5e53-999c-8e8802746fe1,2999,2.799999952,DiscountZila Fashi,Clothing and Accessories,70,FALSE,DiscountZila,890,Bottomwear
13496,01dd8e53-dbff-5297-9b6f-1bce2e054235,1499,3.400000095,Amp,Clothing and Accessories,64,FALSE,AFFGARMENTS,525,Topwear
3540,01de9ca1-5550-52a0-b16f-159d40758d43,999,4.5,Zack Fo,Clothing and Accessories,55,FALSE,KrishnamEnterprisaes,444,Topwear
22013,01def43b-9d98-5a56-a16d-652bc114b953,1399,2.099999905,Mett,Clothing and Accessories,35,FALSE,METTLEAPPARELS,909,Topwear
