column1,id,actual_price,average_rating,brand,category,discount,out_of_stock,seller,selling_price,sub_category
9565,47670f97-7823-59fe-8c84-0a1713fd61a1,1599,4.300000191,CupidSto,Clothing and Accessories,41,FALSE,SKY LINE 007,930,Winter Wear
4812,47682264-723e-5b14-bc32-65c7668532ea,1497,3.599999905,Shoef,Clothing and Accessories,56,FALSE,SHOEFLY,654,Topwear
19593,476955ab-a72e-573d-8337-29092449f768,3800,3.299999952,yellowvib,Clothing and Accessories,67,FALSE,AMALGUS ENTERPRISE,1250,Topwear
9244,476c864e-9f86-5dc2-a12e-b22e0c036265,1999,3.200000048,MASH UNLIMIT,Clothing and Accessories,73,FALSE,HIGHSTREET TRENDZ LLP,529,Topwear
611,476d7cef-34c5-5b1e-9847-b4110635a82f,1299,2.599999905,Fairdea,Clothing and Accessories,75,FALSE,InstaHeaven,323,Bottomwear
27734,476f9c56-843c-5e6d-a64f-47ea2eff70ec,1299,3.5,Pu,Clothing and Accessories,45,FALSE,Tayab Manch Fashions,714,Topwear
18747,476fc3d8-c12c-55d1-889b-01ba523e9b7c,525,4.699999809,Cots,Clothing and Accessories,19,FALSE,EVINCEMARKETERS,425,Clothing Accessories
19935,4772f806-e9d7-501e-a478-0aecd08e59ae,1299,4.5,PixF,Clothing and Accessories,77,FALSE,PixFab,288,Topwear
27490,4772faeb-7e6b-5892-8dfb-bd05f1b7a1db,1299,4.099999905,Pu,Clothing and Accessories,60,FALSE,PumaSportsIndia,519,Topwear
12991,4774981c-c2e2-5693-9b50-ddaa6399d1cc,999,3.5,ATTIITU,Clothing and Accessories,35,FALSE,Assiduus Distribution,649,Topwear
22319,47751869-05e0-5907-9de1-c451b5e5e8f0,750,2.799999952,GLO,Clothing and Accessories,56,FALSE,Glodt,325,Innerwear and Swimwear
13475,4776d458-18ff-5682-b4a4-0bb1667f7201,1499,3.400000095,Amp,Clothing and Accessories,64,FALSE,AFFGARMENTS,525,Topwear
25301,477c8c9e-ff7e-577d-b81e-2633b728e93f,799,3.900000095,Free Authori,Clothing and Accessories,35,FALSE,BioworldMerchandising,519,Topwear
2969,477d8a75-e9d9-5f4c-a51d-029d3fdaebf1,999,3.900000095,Platin,Clothing and Accessories,50,FALSE,PLATINUM retails,499,Bottomwear
8899,477ddd5b-3e71-536a-9d84-953e788a5a42,1050,3.400000095,V,Clothing and Accessories,1,FALSE,FORBESKART,1030,Innerwear and Swimwear
4717,477f1543-b612-59ee-9168-cddd044f9c71,1497,4,Shoef,Clothing and Accessories,58,FALSE,SHOEFLY,616,Topwear
17538,47821257-55ac-5205-9544-193aaeda8af5,270,3,Welwe,Clothing and Accessories,18,FALSE,WildHunte,220,Clothing Accessories
5089,47838259-b51b-5b04-8906-f5b9c05f42f3,999,3.799999952,Bone,Footwear,71,FALSE,Manojsunda,284,Men's Footwear
13078,478554ae-e894-5644-b786-2ebacbec0415,1299,3.5,ATTIITU,Clothing and Accessories,61,FALSE,ATTIITUDE,499,Topwear
10786,478da7d8-6389-5a55-9aae-70670f4eb3ed,999,3.599999905,True Bl,Clothing and Accessories,60,FALSE,ArvindTrueBlue,399,Topwear
18389,478eac6c-1b66-5598-9982-54138cd46b03,2199,4.099999905,Mountain colou,Clothing and Accessories,62,FALSE,MountainColours,835,Bottomwear
27832,47934868-7eb8-563e-9f12-5e97ee95b739,2499,4.300000191,Pu,Clothing and Accessories,30,FALSE,RetailNet,1749,Bottomwear
8363,47977274-ee5f-5673-aa95-3b7df78cd738,1799,5,Szto,Clothing and Accessories,40,FALSE,SHREYASHFASHIONS,1079,Bottomwear
23747,4797e354-8ebf-57b5-8e9e-d464786e3cd3,2199,3.099999905,EverLa,Clothing and Accessories,59,FALSE,EverLandIndia,899,Winter Wear
27533,479bdfc2-7a9a-5df3-ae5c-13992b3f50ba,2999,3.900000095,Pu,Clothing and Accessories,42,FALSE,RetailNet,1739,Bottomwear
4035,47aa08b7-34d3-55e5-9cc2-2bb7a328147d,2450,4,Vector,Footwear,20,FALSE,FairDeals,1950,Men's Footwear
19527,47aac650-aaed-5e11-9893-4d98eb5234eb,5500,3.200000048,yellowvib,Clothing and Accessories,74,FALSE,AMALGUS ENTERPRISE,1400,Topwear
6889,47b5716b-e613-5f64-a7ee-178a13e91cc9,895,3.799999952,HUMBE,Clothing and Accessories,52,FALSE,HUMBERT,425,Bottomwear
4940,47bb5f64-502f-5004-b04d-7d79074360f6,1996,3.599999905,Shoef,Clothing and Accessories,59,FALSE,SHOEFLY,806,Topwear
2494,47bd6d6f-8841-593f-8b9f-6d7be4af73ea,1299,4,REEB,Clothing and Accessories,25,FALSE,Tayab Manch Fashions,974,Topwear
25489,47bee336-684e-5f16-abb6-a5b8e2672182,699,3.900000095,Free Authori,Clothing and Accessories,35,FALSE,BioworldMerchandising,454,Topwear
12862,47c1dcb4-383e-5236-a3aa-f3aee2db3228,499,2.5,ECKO Unl,Clothing and Accessories,20,FALSE,SandSMarketing,399,Topwear
23667,47c20d73-0b48-5a3d-aa69-0151f52137f4,1999,4.5,REEBOK CLASSI,Clothing and Accessories,50,FALSE,RetailNet,999,Topwear
979,47c33a8e-2e0d-571a-a3c5-8769f9823f17,999,3.700000048,Jai Textil,Clothing and Accessories,60,FALSE,EighteenUp,398,Topwear
6162,47c42abc-0c23-55ed-9074-af79ec0b7346,1099,4,M7 By Metrona,Clothing and Accessories,55,FALSE,RetailNet,485,Topwear
26783,47c80b21-2e10-52f7-8677-3232c5a31add,1299,4.599999905,TOM BU,Clothing and Accessories,46,FALSE,TOMBURG,699,Topwear
15797,47c851c1-e7ca-554c-b61b-202b08f5aa69,899,2.700000048,TEE BUD,Clothing and Accessories,61,FALSE,T-SHIRT EXPRESS,349,Topwear
25312,47c86977-29a4-59ed-b16f-3b0576fc04f1,799,3.900000095,Free Authori,Clothing and Accessories,35,FALSE,BioworldMerchandising,519,Topwear
21919,47ca1b70-3812-55a6-b3f3-69abfab8dc53,999,3.900000095,allan pet,Clothing and Accessories,37,FALSE,Allan peter,629,Topwear
27247,47d00323-4bb4-5b8f-af22-68527c5c89de,2299,4.199999809,Pu,Clothing and Accessories,45,FALSE,RetailNet,1264,Bottomwear
27971,47d09c94-3e3c-55b8-9611-906ce9bf7e3a,12999,4.5,Pu,Clothing and Accessories,40,FALSE,RetailNet,7799,Winter Wear
9728,47d28ce3-1c19-5765-bc35-5322dc796428,599,3.200000048,CupidSto,Clothing and Accessories,16,FALSE,CupidStoreIN,499,Topwear
210,47d2afa6-b137-5133-87af-0e8aee7c3bb1,569,3.799999952,DISCOUNT OUTL,Clothing and Accessories,47,FALSE,S P TRADERS,297,Topwear
1468,47d2d1f2-0ee0-505f-9f8c-79a2ee219fd7,1299,3.700000048,A J STYL,Clothing and Accessories,34,FALSE,Global AAA,845,Topwear
14086,47dea44f-93ac-5674-8c76-574b765c7db1,699,3.799999952,MODERN CR,Clothing and Accessories,20,FALSE,Modern Crew,559,Innerwear and Swimwear
8519,47e195c0-73cf-589e-b4a9-0c042757fc9c,770,3,V,Clothing and Accessories,2,FALSE,DEEPMALATRADINGCOMPANY,750,Innerwear and Swimwear
21010,47e477fd-8ddf-562d-8fa4-6e54beb0f225,999,2.799999952,chawla fashi,Clothing and Accessories,71,FALSE,CHAWLA FASHION,284,Topwear
25976,47e69e70-26b2-552f-942c-dbdbd67be7ad,2697,5,Uber Urb,Clothing and Accessories,44,FALSE,UberUrban,1499,Bottomwear
5848,47f23daa-43cd-5eb8-bd06-a4a0b79a8597,999,3.599999905,SATDEVANGIKHADIBHAND,Clothing and Accessories,30,FALSE,Satdevangi Khadi Bhandar,699, Kurtas Ethnic Sets and Bottoms
25355,47f38330-4759-501e-a066-0aad7a753a15,1999,3.900000095,Free Authori,Clothing and Accessories,50,FALSE,BioworldMerchandising,999,Winter Wear
22668,47f8166e-f87c-5afe-9d83-32815504cc42,629,4.199999809,ARBO,Clothing and Accessories,39,FALSE,ARBOR,379,Topwear
5202,47f81e04-deac-5c39-bb6f-d699fe5094b8,999,4.099999905,Bone,Footwear,65,FALSE,Manojsunda,341,Men's Footwear
10203,47fd0d29-53a0-584f-be92-6fb22a03b2a0,999,2.799999952,Breakboun,Clothing and Accessories,50,FALSE,BREAKBOUNCE,499,Bottomwear
13286,47fd31a6-1402-534c-8d24-3e95bfe04f24,1499,3.400000095,Amp,Clothing and Accessories,64,FALSE,AFFGARMENTS,525,Topwear
1670,47fdd843-7e40-547f-bc12-637d6af39583,1899,3.799999952,REEB,Clothing and Accessories,40,FALSE,RetailNet,1125,Winter Wear
711,47ff2b6f-0839-5b71-a571-286c9a936382,599,2.599999905,Fairdea,Clothing and Accessories,52,FALSE,InstaHeaven,284,Topwear
257,48059ba9-496d-5cfe-acab-8ead466daed2,3599,4.699999809,adidas Origina,Clothing and Accessories,25,FALSE,RetailNet,2699,Bottomwear
28580,4807a645-772b-52e0-8db2-6c3f7a65b6cd,999,3.599999905,vims rai,Clothing and Accessories,64,FALSE,MAHIR ENETERPRISE,359,Fabrics
2241,4807e493-7ce3-59be-b9d6-4a140442195f,1399,4.5,REEB,Clothing and Accessories,45,FALSE,RetailNet,769,Topwear
11452,48082da3-582b-5d89-ae84-84117b3cbca2,899,3.700000048,True Bl,Clothing and Accessories,60,FALSE,ArvindTrueBlue,359,Topwear
1087,480a1747-87c2-56d7-bbc9-68f8cc03c59d,2299,3.299999952,Solid Styl,Clothing and Accessories,56,FALSE,SKDLifestyles,999,Topwear
20780,480d0e50-df0b-55d9-8f9f-42700c99ebe1,999,3.700000048,Sharar,Clothing and Accessories,45,FALSE,Shararat,549,Innerwear and Swimwear
1573,480df254-afd1-5f63-b653-c735afe32523,1199,4.699999809,Bindass Bo,Clothing and Accessories,45,FALSE,BuaGi Collection,649,Bottomwear
7626,480e7461-f919-5d87-921f-d6089f63608c,1299,4.599999905,SUR,Clothing and Accessories,46,FALSE,a3Creations,699,Topwear
12939,480f8fae-80eb-56de-8a3e-350481011828,499,2.5,ECKO Unl,Clothing and Accessories,19,FALSE,SandSMarketing,404,Topwear
8466,48129ba0-aa62-54eb-b325-433b721fe48e,450,4,V,Clothing and Accessories,6,FALSE,SdRetail,419,Innerwear and Swimwear
9123,4812d94a-c752-57bd-bc58-532e81508817,999,3.200000048,MASH UNLIMIT,Clothing and Accessories,60,FALSE,HIGHSTREET TRENDZ LLP,399,Bottomwear
23591,4814cbc2-8379-5269-a82f-f4e7cdc307ae,1600,2.200000048,saltla,Clothing and Accessories,58,FALSE,SMART SHOPPING123,670,Topwear
2313,48152120-0daa-57ce-83a8-f84fba85666c,2999,4.199999809,REEB,Clothing and Accessories,33,FALSE,RetailNet,2009,Topwear
18008,48168c86-0866-5005-be62-05f6713a5577,950,3.599999905,Black Beat,Footwear,63,FALSE,Black Beatle,350,Men's Footwear
18305,48174d12-ed8e-5bf9-901b-6f4da011db99,2199,4.099999905,Mountain colou,Clothing and Accessories,65,FALSE,MountainColours,759,Bottomwear
13485,4818e1a3-8f18-502a-8f5e-c8ed4e835697,1499,3.400000095,Amp,Clothing and Accessories,64,FALSE,AFFGARMENTS,525,Topwear
7542,48191991-d55f-588c-a74a-da39d7f63ec2,1199,3.5,INSPI,Clothing and Accessories,58,FALSE,InspireFashions,499,INSPIRE Clothing and Accessories
6062,481a58ff-38e4-599f-9653-fa08ae0e5812,2199,3.5,M7 By Metrona,Clothing and Accessories,60,FALSE,RetailNet,862,Winter Wear
5814,482061ae-bce0-5268-be7b-cd617c5bd46a,999,3.599999905,SATDEVANGIKHADIBHAND,Clothing and Accessories,30,FALSE,Satdevangi Khadi Bhandar,699, Kurtas Ethnic Sets and Bottoms
21494,48233a4a-89b5-5842-b41d-49e86d6d27f8,1499,3.5,T10 Spor,Clothing and Accessories,57,FALSE,T10Sports,638,Winter Wear
11972,482651a1-4afd-5282-b0c1-5e417409f14a,1499,4.099999905,ECKO Unl,Clothing and Accessories,35,FALSE,SandSMarketing,974,Bottomwear
9547,482a8fc7-1bd4-5fce-95bb-a3d0ab247f2b,1599,2.700000048,Lucky Bi,Clothing and Accessories,43,FALSE,STORM CYBER PUNK,899,Bottomwear
9814,482b3051-0dcc-5d3e-a491-d060c8c94ab5,599,4.400000095,CupidSto,Clothing and Accessories,16,FALSE,CupidStoreIN,499,Topwear
27059,482cea21-76f2-5a4b-bdf2-48a3590a80df,3999,4,Pu,Clothing and Accessories,45,FALSE,RetailNet,2199,Winter Wear
21569,482ead06-7fe8-5ce3-9207-05f21509b08c,999,4.300000191,T10 Spor,Clothing and Accessories,50,FALSE,T10Sports,499,Topwear
22300,4834499c-4607-5f05-80b0-67e1adb6e6c3,750,2.799999952,GLO,Clothing and Accessories,56,FALSE,Glodt,325,Innerwear and Swimwear
14253,48345026-f698-5553-860c-d783bcdd3040,799,4.199999809,Marca Disa,Clothing and Accessories,40,FALSE,Marca Disati,479,Topwear
17969,483d3f48-8988-5616-a5fe-711c23e6c3f9,849,3.599999905,Black Beat,Footwear,63,FALSE,Black Beatle,308,Men's Footwear
2103,483f8f41-b8cb-59b2-bba4-4a0080e3c3d3,3999,2.700000048,REEB,Clothing and Accessories,50,FALSE,adi Sports India Pvt Ltd,1999,Bottomwear
13761,4844dbd0-8b79-5e40-ba6d-13dfe9d0823d,1899,3.400000095,Amp,Clothing and Accessories,72,FALSE,AFFGARMENTS,525,Topwear
11797,4845b5ec-96ea-56d4-b456-0d62e76aed3b,1999,3.700000048,Steenb,Clothing and Accessories,50,FALSE,BrandFortunes,999,Bottomwear
25558,48497d6e-5ea3-5085-952b-fad7a9780c06,599,3.900000095,Free Authori,Clothing and Accessories,30,FALSE,BioworldMerchandising,419,Clothing Accessories
5397,484c15b4-f8f0-54e1-be5a-77939096422a,1199,3.700000048,LDHSA,Clothing and Accessories,50,FALSE,UTTRAKHAND CLOTHHOUSE,599, Kurtas Ethnic Sets and Bottoms
12728,484c51df-9493-5add-bfc4-edd0a7f6c265,1049,2.5,ECKO Unl,Clothing and Accessories,30,FALSE,SandSMarketing,734,Topwear
5897,484cd03b-f1ac-5bff-86f2-e5b73aabf854,1299,3,SATDEVANGIKHADIBHAND,Clothing and Accessories,53,FALSE,Satdevangi Khadi Bhandar,599, Kurtas Ethnic Sets and Bottoms
29446,4851d371-cd74-5dd5-bad7-19b2d1d9f0c1,599,3.900000095,Keo,Clothing and Accessories,52,FALSE,Keoti,284,Topwear
971,4852415a-cafe-503e-8488-f8973a72197e,1499,3.799999952,Jai Textil,Clothing and Accessories,71,FALSE,JaiTextiles,420,Topwear
4099,4859deba-1232-56ec-95e9-982d1c2a6226,1399,4.300000191,Vector,Footwear,7,FALSE,FORBESKART,1295,Men's Footwear
18151,485e5b4c-800b-5716-bf7f-52f5d7f976a4,849,2.799999952,Black Beat,Footwear,65,FALSE,Black Beatle,292,Men's Footwear
178,485e5c62-169e-5b53-a01f-27a20979bc5c,569,3.799999952,DISCOUNT OUTL,Clothing and Accessories,47,FALSE,S P TRADERS,297,Topwear
23567,485f5eb9-20df-54df-be86-7890d2dad85e,1200,2.200000048,saltla,Clothing and Accessories,50,FALSE,SMART SHOPPING123,600,Topwear
1869,4867236b-2e5e-5d06-9649-d1bf38f7caf4,1799,4.099999905,REEB,Clothing and Accessories,25,FALSE,RetailNet,1349,Bottomwear
13090,48724322-1af3-569d-892e-f3cb3c56c46e,1499,2.299999952,ATTIITU,Clothing and Accessories,60,FALSE,ATTIITUDE,599,Topwear
4568,4873594b-d3c1-50a9-818a-5e47265243aa,1299,3.400000095,FOREVER YOU,Clothing and Accessories,69,FALSE,SH APPAREL ONLINE,402,Topwear
22657,4875b178-db88-531a-b1e3-76bba49314b0,1398,4.199999809,ARBO,Clothing and Accessories,52,FALSE,ARBOR,663,Winter Wear
12367,48798d27-0029-5ac2-897f-77f6a3872e47,549,2.5,ECKO Unl,Clothing and Accessories,23,FALSE,SandSMarketing,422,Topwear
12682,487b9723-91df-5082-927e-3556adf84a77,1149,2.5,ECKO Unl,Clothing and Accessories,34,FALSE,SandSMarketing,758,Topwear
18195,4880fe1d-345b-59a0-b522-e673da5761e0,849,3.900000095,Black Beat,Footwear,63,FALSE,Black Beatle,308,Men's Footwear
4849,48826322-5149-56df-957d-daa37d18a3c4,1996,3.599999905,Shoef,Clothing and Accessories,59,FALSE,SHOEFLY,806,Topwear
27681,48889993-15a7-5d40-a0f2-ab62e6d163c4,3299,3.599999905,Pu,Clothing and Accessories,55,FALSE,Tayab Manch Fashions,1484,Winter Wear
18666,4888e0b1-8e3c-5ca5-af06-3ebd40feddcf,399,4.699999809,Cots,Clothing and Accessories,25,FALSE,EVINCEMARKETERS,299,Clothing Accessories
23682,4888f887-cd88-510e-9e50-917906234dd4,2499,4.5,REEBOK CLASSI,Clothing and Accessories,35,FALSE,RetailNet,1624,Topwear
4081,488a425b-bae7-5c18-9e25-4da399042816,999,3.900000095,Vector,Footwear,9,FALSE,SOCCERINTERNATIONAL,900,Men's Footwear
23959,488a430b-8aac-5bd8-bd3f-ac78d8cac913,1499,3.900000095,M.R. FASHI,Clothing and Accessories,56,FALSE,MRFASHION,649,Bottomwear
5146,488db787-3edc-5364-a123-2756f246aa13,999,3.799999952,Bone,Footwear,52,FALSE,Manojsunda,474,Men's Footwear
14427,488e2679-d15a-5d92-af12-639614b33d08,1699,4.199999809,Marca Disa,Clothing and Accessories,30,FALSE,Marca Disati,1189,Bottomwear
5009,4890ccc7-3d35-540a-88ed-799d8596cd76,998,3.599999905,Shoef,Clothing and Accessories,54,FALSE,SHOEFLY,458,Topwear
23455,489142d9-e4a3-54cf-8ecf-3aa840e34d5a,998,4.199999809,ARBO,Clothing and Accessories,42,FALSE,ARBOR,569,Topwear
17285,489201cd-f140-5c7d-872a-43b88e01e51d,1099,3.400000095,CANTAB,Clothing and Accessories,50,FALSE,CANTABIL RETAIL,549,Topwear
2020,48921beb-a093-5e67-9c57-0e4c4c9a5730,2899,3.700000048,REEB,Clothing and Accessories,40,FALSE,RetailNet,1719,Winter Wear
5622,48948b51-bd4b-569b-85bd-f78eebca69c8,1699,3.799999952,ModeWa,Clothing and Accessories,58,FALSE,MP TRADERS 510,699,Topwear
23561,4895b3d4-f2ad-5bb6-84c4-2a5f6e0de789,1100,3.700000048,saltla,Clothing and Accessories,45,FALSE,SMART SHOPPING123,599,Topwear
18852,4898654c-2235-555e-890a-5f355cd8ea63,699,4.699999809,Cots,Clothing and Accessories,35,FALSE,EVINCEMARKETERS,450,Clothing Accessories
20232,48a1e4c2-f7b9-5c2b-8e51-de429432c672,1299,3.799999952,KAY D,Clothing and Accessories,73,FALSE,KayDee,341,Topwear
1757,48a2ae10-0cab-5d7d-8f59-4d52274b4b5f,1299,3.799999952,REEB,Clothing and Accessories,40,FALSE,Tayab Manch Fashions,768,Topwear
4119,48a3eb42-4b5a-5f57-8ba7-137b1abc577c,999,4.300000191,limited colou,Clothing and Accessories,57,FALSE,Limited colours,429,Topwear
3596,48a51db9-626e-5c40-9142-06940701a23c,2199,4.5,Zack Fo,Clothing and Accessories,55,FALSE,KrishnamEnterprisaes,974, Blazers Waistcoats and Suits
14670,48a64a33-ad55-5127-93da-4a6886144602,799,3.799999952,Scott Internation,Clothing and Accessories,68,FALSE,switzinc,249,Topwear
26919,48aabb97-7e01-5d9a-a617-ac7ce74d2caf,799,4.599999905,TOM BU,Clothing and Accessories,12,FALSE,TOMBURG,700,Bottomwear
13662,48ac46c9-60ae-54e8-96e6-e53dcd181d4c,1499,3.400000095,Amp,Clothing and Accessories,64,FALSE,AFFGARMENTS,525,Topwear
11044,48ae2997-c383-5f9d-af69-486fd7d97a1a,1699,3.599999905,True Bl,Clothing and Accessories,60,FALSE,KAPSONSRETAILPVTLTD,679,Topwear
12979,48b01b9e-44cd-5e85-aec1-054506e8fda4,1199,3.799999952,ATTIITU,Clothing and Accessories,35,FALSE,Assiduus Distribution,779,Topwear
26208,48b41ed5-129b-5c93-a806-f5f5843157ee,3049,3.599999905,Absolu,Clothing and Accessories,62,FALSE,CrazyXport,1156,Bottomwear
10442,48b816a1-84c7-5301-93f6-e9fcbec504d6,999,4.5,Gracew,Clothing and Accessories,57,FALSE,GRACEWAY,429,Clothing Accessories
20775,48b8d7b4-018d-5f2b-8f72-87c145e7b222,999,3.700000048,Sharar,Clothing and Accessories,45,FALSE,Shararat,549,Innerwear and Swimwear
9341,48b8fe0e-88a2-5f95-9ec0-178110f768a6,2199,3.799999952,R,Clothing and Accessories,73,FALSE,RUPALFASHI,591,Bottomwear
14285,48b9af9a-da43-5ca9-9f50-2b1dcfe69075,1199,4.199999809,Marca Disa,Clothing and Accessories,30,FALSE,Marca Disati,839,Topwear
28979,48c1eabe-ca97-53a1-bd70-d6e8ca65747b,599,3.900000095,Keo,Clothing and Accessories,44,FALSE,Keoti,331,Topwear
20007,48c35bdb-657e-5c82-9824-f34bf35e3643,1299,4.5,PixF,Clothing and Accessories,77,FALSE,PixFab,288,Topwear
183,48c5db19-2416-5644-952d-30d0eefde90a,569,3.799999952,DISCOUNT OUTL,Clothing and Accessories,47,FALSE,S P TRADERS,297,Topwear
11320,48c75ba2-4c8a-55ba-aa5e-906fdbd9a868,1499,4.400000095,True Bl,Clothing and Accessories,60,FALSE,ArvindTrueBlue,599,Topwear
21538,48c79b99-2b65-57d7-b972-82bf9f306520,999,2.299999952,T10 Spor,Clothing and Accessories,50,FALSE,T10Sports,499,Topwear
20506,48cbc8f6-b49c-5334-a94f-9018ea5603ae,699,4,FLEXIM,Clothing and Accessories,39,FALSE,Flexikaart,420,Topwear
24341,48ccc269-25db-575b-97bf-0dfa522c5971,2999,2.799999952,A,Clothing and Accessories,66,FALSE,ARYACITION,999,Topwear
22223,48d04f93-0c70-5d29-92ae-8014d1ccd158,1999,3,Mett,Clothing and Accessories,35,FALSE,METTLEAPPARELS,1299,Winter Wear
28736,48d30771-3605-5d19-99d4-b9741525a83c,999,3.200000048,vims rai,Clothing and Accessories,60,FALSE,WHITE SKY,399,Fabrics
13216,48d36cf0-b0fb-5c80-86f6-a42c7bb8e91c,1499,3.400000095,Amp,Clothing and Accessories,64,FALSE,AFFGARMENTS,525,Topwear
9229,48d48e53-3cc8-5f8d-8549-e7f7b9596be3,1799,3.200000048,MASH UNLIMIT,Clothing and Accessories,63,FALSE,HIGHSTREET TRENDZ LLP,649,Winter Wear
3569,48d52b01-31bc-580e-8912-b4fa5f53c8f8,1299,4.400000095,Zack Fo,Clothing and Accessories,55,FALSE,KrishnamEnterprisaes,575, Kurtas Ethnic Sets and Bottoms
28607,48d8f8d4-228e-59e2-b573-38f12f0f989c,999,3.200000048,vims rai,Clothing and Accessories,64,FALSE,WHITE SKY,359,Fabrics
27905,48da4f4e-f3de-55f6-b393-f1653223a2d5,1299,4.400000095,Pu,Clothing and Accessories,45,FALSE,RetailNet,714,Topwear
28804,48decf8c-e255-5ba7-a1fb-b87004e2d2dd,1799,3.599999905,Keo,Clothing and Accessories,63,FALSE,Keoti,664,Topwear
14158,48e1189a-2e48-5cb8-b670-0861781a69d0,1199,4.199999809,Marca Disa,Clothing and Accessories,30,FALSE,Marca Disati,839,Topwear
16815,48e2f650-a363-5a09-8631-2ab07ce3aa7a,699,3.400000095,Urban D,Clothing and Accessories,55,FALSE,VRS FASHIONS PVT LTD,308,Innerwear and Swimwear
19007,48e5074a-e47c-5491-87bc-9850bb42ce41,3699,4,Sherr,Clothing and Accessories,65,FALSE,Sherrys,1261,Bottomwear
1429,48e90dcc-33a6-542f-84c3-0ddc1e9d0e9b,699,1.700000048,CA,Clothing and Accessories,57,FALSE,caratrend,299,Topwear
6042,48e9343c-d2a6-5f0d-b415-3cdf6004bba0,2499,3.700000048,M7 By Metrona,Clothing and Accessories,60,FALSE,RetailNet,982,Winter Wear
17454,48ea996b-bf5b-5427-9bc3-bc857a4576b8,999,4.300000191,GYMBROTHE,Clothing and Accessories,52,FALSE,NUTROCRATS,479,Topwear
12603,48eb3753-0765-5bc9-9035-d7d7ce3b7606,1099,2.5,ECKO Unl,Clothing and Accessories,30,FALSE,SandSMarketing,769,Topwear
13313,48ed2164-9f0d-5e9d-9f49-5964b2a20c31,1499,3.400000095,Amp,Clothing and Accessories,64,FALSE,AFFGARMENTS,525,Topwear
16014,48ee64a6-ed5c-59df-8bd5-aca754ffb01e,1000,3.799999952,TEE BUD,Clothing and Accessories,75,FALSE,T-SHIRT EXPRESS,249,Topwear
2568,48f185e4-169f-5842-964f-75e5be9647c7,2799,4.300000191,REEB,Clothing and Accessories,52,FALSE,Tayab Manch Fashions,1320,Topwear
9440,48f841c9-a899-5c8b-bae3-31b9abe9347e,1499,4.099999905,Lucky Bi,Clothing and Accessories,44,FALSE,STORM CYBER PUNK,829,Topwear
13949,48f846d2-87d0-55a5-a335-31971730ff6f,999,2.5,K,Clothing and Accessories,40,FALSE,KSXIndia,599,Sleepwear
23931,48f90963-9b32-5127-afa0-7889909b5cbd,1499,4.099999905,M.R. FASHI,Clothing and Accessories,50,FALSE,MRFASHION,749,Bottomwear
28676,48fc8b0f-e011-5072-af8a-c75bd77c2900,999,3.200000048,vims rai,Clothing and Accessories,60,FALSE,WHITE SKY,399,Fabrics
18706,4901d4cb-c253-51cf-b074-135cfc3ba5ed,699,4.699999809,Cots,Clothing and Accessories,28,FALSE,EVINCEMARKETERS,499,Clothing Accessories
22308,4907bf66-3b62-5506-a301-e09e526301fc,750,2.799999952,GLO,Clothing and Accessories,66,FALSE,Glodt,249,Innerwear and Swimwear
29041,490e5778-17db-56b2-9311-c557ba32cccc,599,3.900000095,Keo,Clothing and Accessories,52,FALSE,Keoti,284,Topwear
18524,490e59b9-971e-5e12-8f0c-26c47ea3596f,599,2.400000095,Rose We,Clothing and Accessories,67,FALSE,Rupalcollectionjaipur,192,Topwear
3810,491111e0-8370-5f38-a0ce-c26152693b9e,2499,3,Crocks Cl,Clothing and Accessories,64,FALSE,crockscl,899,Topwear
10085,4911eb0b-39d2-5275-b244-2b60b9d37afc,1499,4.5,Breakboun,Clothing and Accessories,30,FALSE,RetailNet,1049,Topwear
17677,4912be12-9648-5b81-92fb-19b612bf8fb7,950,3.700000048,Black Beat,Footwear,63,FALSE,Black Beatle,350,Men's Footwear
18745,4912f661-ffce-577e-86b0-1a753c97f9e3,699,4.699999809,Cots,Clothing and Accessories,21,FALSE,EVINCEMARKETERS,549,Clothing Accessories
10684,49198af5-b262-59e6-97a9-d78a51c404ee,999,4.5,Gracew,Clothing and Accessories,60,FALSE,GRACEWAY,399,Winter Wear
26798,491b597e-bdc4-53d1-b805-9ab9e091e79a,799,4,TOM BU,Clothing and Accessories,32,FALSE,TOMBURG,539,Topwear
7809,4921d834-9d79-568c-b2c8-8326c59077e6,1199,4.400000095,Wildst,Clothing and Accessories,75,FALSE,RoadTripFashions,299,Topwear
556,49278d9a-228d-5837-a403-7da3af582279,1299,2.599999905,Fairdea,Clothing and Accessories,78,FALSE,InstaHeaven,284,Topwear
23347,4929e0ec-6bab-5e02-8cf8-dac3d164852f,1020,4.199999809,ARBO,Clothing and Accessories,62,FALSE,ARBOR,379,Topwear
29030,492aecc2-1cb0-5760-b95b-5b944d571ec0,599,3.900000095,Keo,Clothing and Accessories,44,FALSE,Keoti,331,Topwear
9673,49324352-1c21-588e-a8bd-6703445dbb7a,599,3.799999952,CupidSto,Clothing and Accessories,16,FALSE,CupidStoreIN,499,Topwear
1003,4934d054-e400-52c7-9e7a-14db9c93dc1e,999,3.799999952,Jai Textil,Clothing and Accessories,71,FALSE,EighteenUp,284,Topwear
26576,4934dbed-50ab-555c-9326-2c82dab094e2,999,3.299999952,ATHL,Clothing and Accessories,67,FALSE,ATHLIV,322,Topwear
